Month,Province,Campaign,Lead Source,Package,Leads Generated,Conversion Rate,Leads Converted
2025-02-28,KwaZulu-Natal,Events,Google,50/50 Mbps,132,0.11,14
2025-02-28,KwaZulu-Natal,Events,Google,100/100 Mbps,210,0.17,35
2025-02-28,KwaZulu-Natal,Events,Google,200/200 Mbps,209,0.2,41
2025-02-28,KwaZulu-Natal,Events,Google,500/500 Mbps,295,0.12,35
2025-02-28,KwaZulu-Natal,Events,Google,1000/1000 Mbps,85,0.15,12
2025-02-28,KwaZulu-Natal,Events,Word of Mouth,10/10 Mbps,277,0.1,27
2025-02-28,KwaZulu-Natal,Events,Word of Mouth,50/50 Mbps,241,0.15,36
2025-02-28,KwaZulu-Natal,Events,Word of Mouth,100/100 Mbps,242,0.08,19
2025-02-28,KwaZulu-Natal,Events,Word of Mouth,200/200 Mbps,172,0.11,18
2025-02-28,KwaZulu-Natal,Events,Word of Mouth,500/500 Mbps,103,0.08,8
2025-02-28,KwaZulu-Natal,Events,Word of Mouth,1000/1000 Mbps,204,0.12,24
2025-02-28,KwaZulu-Natal,Events,Local Radio,10/10 Mbps,272,0.05,13
2025-02-28,KwaZulu-Natal,Events,Local Radio,50/50 Mbps,255,0.13,33
2025-02-28,KwaZulu-Natal,Events,Local Radio,100/100 Mbps,128,0.14,17
2025-02-28,KwaZulu-Natal,Events,Local Radio,200/200 Mbps,165,0.09,14
2025-02-28,KwaZulu-Natal,Events,Local Radio,500/500 Mbps,106,0.16,16
2025-02-28,KwaZulu-Natal,Events,Local Radio,1000/1000 Mbps,73,0.09,6
2025-02-28,Eastern Cape,Digital Ads,Facebook,10/10 Mbps,146,0.17,24
2025-02-28,Eastern Cape,Digital Ads,Facebook,50/50 Mbps,31,0.16,4
2025-02-28,Eastern Cape,Digital Ads,Facebook,100/100 Mbps,29,0.19,5
2025-02-28,Eastern Cape,Digital Ads,Facebook,200/200 Mbps,254,0.12,30
2025-02-28,Eastern Cape,Digital Ads,Facebook,500/500 Mbps,268,0.09,24
2025-02-28,Eastern Cape,Digital Ads,Facebook,1000/1000 Mbps,93,0.06,5
2025-02-28,Eastern Cape,Digital Ads,Google,10/10 Mbps,61,0.16,9
2025-02-28,Eastern Cape,Digital Ads,Google,50/50 Mbps,74,0.14,10
2025-02-28,Eastern Cape,Digital Ads,Google,100/100 Mbps,28,0.07,1
2025-02-28,Eastern Cape,Digital Ads,Google,200/200 Mbps,61,0.17,10
2025-02-28,Eastern Cape,Digital Ads,Google,500/500 Mbps,141,0.12,16
2025-02-28,Eastern Cape,Digital Ads,Google,1000/1000 Mbps,178,0.06,10
2025-02-28,Eastern Cape,Digital Ads,Word of Mouth,10/10 Mbps,86,0.1,8
2025-02-28,Eastern Cape,Digital Ads,Word of Mouth,50/50 Mbps,82,0.16,13
2025-02-28,Eastern Cape,Digital Ads,Word of Mouth,100/100 Mbps,47,0.16,7
2025-02-28,Eastern Cape,Digital Ads,Word of Mouth,200/200 Mbps,295,0.1,29
2025-02-28,Eastern Cape,Digital Ads,Word of Mouth,500/500 Mbps,124,0.05,6
2025-02-28,Eastern Cape,Digital Ads,Word of Mouth,1000/1000 Mbps,206,0.09,18
2025-02-28,Eastern Cape,Digital Ads,Local Radio,10/10 Mbps,79,0.07,5
2025-02-28,Eastern Cape,Digital Ads,Local Radio,50/50 Mbps,242,0.07,16
2025-02-28,Eastern Cape,Digital Ads,Local Radio,100/100 Mbps,66,0.07,4
2025-02-28,Eastern Cape,Digital Ads,Local Radio,200/200 Mbps,214,0.15,32
2025-02-28,Eastern Cape,Digital Ads,Local Radio,500/500 Mbps,119,0.06,7
2025-02-28,Eastern Cape,Digital Ads,Local Radio,1000/1000 Mbps,288,0.07,20
2025-02-28,Eastern Cape,Referral,Facebook,10/10 Mbps,107,0.15,16
2025-02-28,Eastern Cape,Referral,Facebook,50/50 Mbps,217,0.16,34
2025-02-28,Eastern Cape,Referral,Facebook,100/100 Mbps,144,0.19,27
2025-02-28,Eastern Cape,Referral,Facebook,200/200 Mbps,267,0.18,48
2025-02-28,Eastern Cape,Referral,Facebook,500/500 Mbps,246,0.06,14
2025-02-28,Eastern Cape,Referral,Facebook,1000/1000 Mbps,272,0.12,32
2025-02-28,Eastern Cape,Referral,Google,10/10 Mbps,180,0.06,10
2025-02-28,Eastern Cape,Referral,Google,50/50 Mbps,231,0.11,25
2025-02-28,Eastern Cape,Referral,Google,100/100 Mbps,153,0.12,18
2025-02-28,Eastern Cape,Referral,Google,200/200 Mbps,93,0.15,13
2025-02-28,Eastern Cape,Referral,Google,500/500 Mbps,242,0.09,21
2025-02-28,Eastern Cape,Referral,Google,1000/1000 Mbps,160,0.09,14
2025-02-28,Eastern Cape,Referral,Word of Mouth,10/10 Mbps,241,0.07,16
2025-02-28,Eastern Cape,Referral,Word of Mouth,50/50 Mbps,196,0.16,31
2025-02-28,Eastern Cape,Referral,Word of Mouth,100/100 Mbps,288,0.1,28
2025-02-28,Eastern Cape,Referral,Word of Mouth,200/200 Mbps,32,0.16,5
2025-02-28,Eastern Cape,Referral,Word of Mouth,500/500 Mbps,255,0.06,15
2025-02-28,Eastern Cape,Referral,Word of Mouth,1000/1000 Mbps,117,0.13,15
2025-02-28,Eastern Cape,Referral,Local Radio,10/10 Mbps,190,0.15,28
2025-02-28,Eastern Cape,Referral,Local Radio,50/50 Mbps,197,0.08,15
2025-02-28,Eastern Cape,Referral,Local Radio,100/100 Mbps,205,0.15,30
2025-02-28,Eastern Cape,Referral,Local Radio,200/200 Mbps,259,0.12,31
2025-02-28,Eastern Cape,Referral,Local Radio,500/500 Mbps,144,0.13,18
2025-02-28,Eastern Cape,Referral,Local Radio,1000/1000 Mbps,255,0.09,22
2025-02-28,Eastern Cape,Outdoor,Facebook,10/10 Mbps,231,0.16,36
2025-02-28,Eastern Cape,Outdoor,Facebook,50/50 Mbps,264,0.13,34
2025-02-28,Eastern Cape,Outdoor,Facebook,100/100 Mbps,299,0.15,44
2025-02-28,Eastern Cape,Outdoor,Facebook,200/200 Mbps,161,0.16,25
2025-02-28,Eastern Cape,Outdoor,Facebook,500/500 Mbps,134,0.18,24
2025-02-28,Eastern Cape,Outdoor,Facebook,1000/1000 Mbps,191,0.05,9
2025-02-28,Eastern Cape,Outdoor,Google,10/10 Mbps,207,0.18,37
2025-02-28,Eastern Cape,Outdoor,Google,50/50 Mbps,77,0.06,4
2025-02-28,Eastern Cape,Outdoor,Google,100/100 Mbps,116,0.12,13
2025-02-28,Eastern Cape,Outdoor,Google,200/200 Mbps,113,0.07,7
2025-02-28,Eastern Cape,Outdoor,Google,500/500 Mbps,27,0.08,2
2025-02-28,Eastern Cape,Outdoor,Google,1000/1000 Mbps,277,0.18,49
2025-02-28,Eastern Cape,Outdoor,Word of Mouth,10/10 Mbps,195,0.19,37
2025-02-28,Eastern Cape,Outdoor,Word of Mouth,50/50 Mbps,299,0.06,17
2025-02-28,Eastern Cape,Outdoor,Word of Mouth,100/100 Mbps,119,0.12,14
2025-02-28,Eastern Cape,Outdoor,Word of Mouth,200/200 Mbps,35,0.13,4
2025-02-28,Eastern Cape,Outdoor,Word of Mouth,500/500 Mbps,165,0.14,23
2025-02-28,Eastern Cape,Outdoor,Word of Mouth,1000/1000 Mbps,115,0.15,17
2025-02-28,Eastern Cape,Outdoor,Local Radio,10/10 Mbps,185,0.11,20
2025-02-28,Eastern Cape,Outdoor,Local Radio,50/50 Mbps,115,0.12,13
2025-02-28,Eastern Cape,Outdoor,Local Radio,100/100 Mbps,209,0.18,37
2025-02-28,Eastern Cape,Outdoor,Local Radio,200/200 Mbps,234,0.1,23
2025-02-28,Eastern Cape,Outdoor,Local Radio,500/500 Mbps,94,0.06,5
2025-02-28,Eastern Cape,Outdoor,Local Radio,1000/1000 Mbps,294,0.14,41
2025-02-28,Eastern Cape,Events,Facebook,10/10 Mbps,202,0.09,18
2025-02-28,Eastern Cape,Events,Facebook,50/50 Mbps,123,0.07,8
2025-02-28,Eastern Cape,Events,Facebook,100/100 Mbps,108,0.15,16
2025-02-28,Eastern Cape,Events,Facebook,200/200 Mbps,150,0.18,27
2025-02-28,Eastern Cape,Events,Facebook,500/500 Mbps,37,0.1,3
2025-02-28,Eastern Cape,Events,Facebook,1000/1000 Mbps,171,0.07,11
2025-02-28,Eastern Cape,Events,Google,10/10 Mbps,227,0.11,24
2025-02-28,Eastern Cape,Events,Google,50/50 Mbps,159,0.1,15
2025-02-28,Eastern Cape,Events,Google,100/100 Mbps,216,0.07,15
2025-02-28,Eastern Cape,Events,Google,200/200 Mbps,125,0.11,13
2025-02-28,Eastern Cape,Events,Google,500/500 Mbps,27,0.19,5
2025-02-28,Eastern Cape,Events,Google,1000/1000 Mbps,269,0.11,29
2025-02-28,Eastern Cape,Events,Word of Mouth,10/10 Mbps,58,0.13,7
2025-02-28,Eastern Cape,Events,Word of Mouth,50/50 Mbps,263,0.18,47
2025-02-28,Eastern Cape,Events,Word of Mouth,100/100 Mbps,209,0.08,16
2025-02-28,Eastern Cape,Events,Word of Mouth,200/200 Mbps,88,0.16,14
2025-02-28,Eastern Cape,Events,Word of Mouth,500/500 Mbps,85,0.08,6
2025-02-28,Eastern Cape,Events,Word of Mouth,1000/1000 Mbps,179,0.09,16
2025-02-28,Eastern Cape,Events,Local Radio,10/10 Mbps,89,0.15,13
2025-02-28,Eastern Cape,Events,Local Radio,50/50 Mbps,62,0.06,3
2025-02-28,Eastern Cape,Events,Local Radio,100/100 Mbps,131,0.12,15
2025-02-28,Eastern Cape,Events,Local Radio,200/200 Mbps,108,0.13,14
2025-02-28,Eastern Cape,Events,Local Radio,500/500 Mbps,184,0.11,20
2025-02-28,Eastern Cape,Events,Local Radio,1000/1000 Mbps,278,0.07,19
2025-03-31,Gauteng,Digital Ads,Facebook,10/10 Mbps,99,0.1,9
2025-03-31,Gauteng,Digital Ads,Facebook,50/50 Mbps,201,0.06,12
2025-03-31,Gauteng,Digital Ads,Facebook,100/100 Mbps,168,0.17,28
2025-03-31,Gauteng,Digital Ads,Facebook,200/200 Mbps,112,0.17,19
2025-03-31,Gauteng,Digital Ads,Facebook,500/500 Mbps,147,0.15,22
2025-03-31,Gauteng,Digital Ads,Facebook,1000/1000 Mbps,267,0.12,32
2025-03-31,Gauteng,Digital Ads,Google,10/10 Mbps,260,0.1,26
2025-03-31,Gauteng,Digital Ads,Google,50/50 Mbps,114,0.18,20
2025-03-31,Gauteng,Digital Ads,Google,100/100 Mbps,39,0.13,5
2025-03-31,Gauteng,Digital Ads,Google,200/200 Mbps,134,0.16,21
2025-03-31,Gauteng,Digital Ads,Google,500/500 Mbps,36,0.15,5
2025-03-31,Gauteng,Digital Ads,Google,1000/1000 Mbps,182,0.15,27
2025-03-31,Gauteng,Digital Ads,Word of Mouth,10/10 Mbps,107,0.09,9
2025-03-31,Gauteng,Digital Ads,Word of Mouth,50/50 Mbps,58,0.07,4
2025-03-31,Gauteng,Digital Ads,Word of Mouth,100/100 Mbps,43,0.06,2
2025-03-31,Gauteng,Digital Ads,Word of Mouth,200/200 Mbps,105,0.16,16
2025-03-31,Gauteng,Digital Ads,Word of Mouth,500/500 Mbps,195,0.19,37
2025-03-31,Gauteng,Digital Ads,Word of Mouth,1000/1000 Mbps,42,0.07,2
2025-03-31,Gauteng,Digital Ads,Local Radio,10/10 Mbps,120,0.09,10
2025-03-31,Gauteng,Digital Ads,Local Radio,50/50 Mbps,109,0.2,21
2025-03-31,Gauteng,Digital Ads,Local Radio,100/100 Mbps,66,0.11,7
2025-03-31,Gauteng,Digital Ads,Local Radio,200/200 Mbps,29,0.06,1
2025-03-31,Gauteng,Digital Ads,Local Radio,500/500 Mbps,101,0.18,18
2025-03-31,Gauteng,Digital Ads,Local Radio,1000/1000 Mbps,75,0.19,14
2025-03-31,Gauteng,Referral,Facebook,10/10 Mbps,241,0.14,33
2025-03-31,Gauteng,Referral,Facebook,50/50 Mbps,71,0.14,9
2025-03-31,Gauteng,Referral,Facebook,100/100 Mbps,49,0.15,7
2025-03-31,Gauteng,Referral,Facebook,200/200 Mbps,60,0.06,3
2025-03-31,Gauteng,Referral,Facebook,500/500 Mbps,180,0.05,9
2025-03-31,Gauteng,Referral,Facebook,1000/1000 Mbps,258,0.05,12
2025-03-31,Gauteng,Referral,Google,10/10 Mbps,213,0.18,38
2025-03-31,Gauteng,Referral,Google,50/50 Mbps,221,0.19,41
2025-03-31,Gauteng,Referral,Google,100/100 Mbps,39,0.17,6
2025-03-31,Gauteng,Referral,Google,200/200 Mbps,100,0.07,7
2025-03-31,Gauteng,Referral,Google,500/500 Mbps,187,0.08,14
2025-03-31,Gauteng,Referral,Google,1000/1000 Mbps,269,0.16,43
2025-03-31,Gauteng,Referral,Word of Mouth,10/10 Mbps,225,0.05,11
2025-03-31,Gauteng,Referral,Word of Mouth,50/50 Mbps,116,0.06,6
2025-03-31,Gauteng,Referral,Word of Mouth,100/100 Mbps,79,0.16,12
2025-03-31,Gauteng,Referral,Word of Mouth,200/200 Mbps,194,0.09,17
2025-03-31,Gauteng,Referral,Word of Mouth,500/500 Mbps,144,0.13,18
2025-03-31,Gauteng,Referral,Word of Mouth,1000/1000 Mbps,123,0.08,9
2025-03-31,Gauteng,Referral,Local Radio,10/10 Mbps,242,0.1,24
2025-03-31,Gauteng,Referral,Local Radio,50/50 Mbps,179,0.18,32
2025-03-31,Gauteng,Referral,Local Radio,100/100 Mbps,24,0.1,2
2025-03-31,Gauteng,Referral,Local Radio,200/200 Mbps,59,0.16,9
2025-03-31,Gauteng,Referral,Local Radio,500/500 Mbps,177,0.08,14
2025-03-31,Gauteng,Referral,Local Radio,1000/1000 Mbps,129,0.06,7
2025-03-31,Gauteng,Outdoor,Facebook,10/10 Mbps,30,0.17,5
2025-03-31,Gauteng,Outdoor,Facebook,50/50 Mbps,205,0.09,18
2025-03-31,Gauteng,Outdoor,Facebook,100/100 Mbps,29,0.19,5
2025-03-31,Gauteng,Outdoor,Facebook,200/200 Mbps,147,0.09,13
2025-03-31,Gauteng,Outdoor,Facebook,500/500 Mbps,275,0.18,49
2025-03-31,Gauteng,Outdoor,Facebook,1000/1000 Mbps,187,0.18,33
2025-03-31,Gauteng,Outdoor,Google,10/10 Mbps,76,0.18,13
2025-03-31,Gauteng,Outdoor,Google,50/50 Mbps,79,0.13,10
2025-03-31,Gauteng,Outdoor,Google,100/100 Mbps,290,0.17,49
2025-03-31,Gauteng,Outdoor,Google,200/200 Mbps,206,0.15,30
2025-03-31,Gauteng,Outdoor,Google,500/500 Mbps,264,0.12,31
2025-03-31,Gauteng,Outdoor,Google,1000/1000 Mbps,206,0.14,28
2025-03-31,Gauteng,Outdoor,Word of Mouth,10/10 Mbps,135,0.16,21
2025-03-31,Gauteng,Outdoor,Word of Mouth,50/50 Mbps,190,0.12,22
2025-03-31,Gauteng,Outdoor,Word of Mouth,100/100 Mbps,264,0.14,36
2025-03-31,Gauteng,Outdoor,Word of Mouth,200/200 Mbps,121,0.16,19
2025-03-31,Gauteng,Outdoor,Word of Mouth,500/500 Mbps,171,0.11,18
2025-03-31,Gauteng,Outdoor,Word of Mouth,1000/1000 Mbps,133,0.14,18
2025-03-31,Gauteng,Outdoor,Local Radio,10/10 Mbps,214,0.07,14
2025-03-31,Gauteng,Outdoor,Local Radio,50/50 Mbps,114,0.2,22
2025-03-31,Gauteng,Outdoor,Local Radio,100/100 Mbps,43,0.18,7
2025-03-31,Gauteng,Outdoor,Local Radio,200/200 Mbps,94,0.06,5
2025-03-31,Gauteng,Outdoor,Local Radio,500/500 Mbps,142,0.16,22
2025-03-31,Gauteng,Outdoor,Local Radio,1000/1000 Mbps,111,0.17,18
2025-03-31,Gauteng,Events,Facebook,10/10 Mbps,269,0.1,26
2025-03-31,Gauteng,Events,Facebook,50/50 Mbps,71,0.11,7
2025-03-31,Gauteng,Events,Facebook,100/100 Mbps,203,0.2,40
2025-03-31,Gauteng,Events,Facebook,200/200 Mbps,48,0.08,3
2025-03-31,Gauteng,Events,Facebook,500/500 Mbps,230,0.13,29
2025-03-31,Gauteng,Events,Facebook,1000/1000 Mbps,257,0.13,33
2025-03-31,Gauteng,Events,Google,10/10 Mbps,30,0.16,4
2025-03-31,Gauteng,Events,Google,50/50 Mbps,205,0.08,16
2025-03-31,Gauteng,Events,Google,100/100 Mbps,161,0.06,9
2025-03-31,Gauteng,Events,Google,200/200 Mbps,114,0.08,9
2025-03-31,Gauteng,Events,Google,500/500 Mbps,68,0.16,10
2025-03-31,Gauteng,Events,Google,1000/1000 Mbps,226,0.15,33
2025-03-31,Gauteng,Events,Word of Mouth,10/10 Mbps,154,0.1,15
2025-03-31,Gauteng,Events,Word of Mouth,50/50 Mbps,250,0.1,25
2025-03-31,Gauteng,Events,Word of Mouth,100/100 Mbps,77,0.06,4
2025-03-31,Gauteng,Events,Word of Mouth,200/200 Mbps,155,0.1,15
2025-03-31,Gauteng,Events,Word of Mouth,500/500 Mbps,101,0.11,11
2025-03-31,Gauteng,Events,Word of Mouth,1000/1000 Mbps,277,0.1,27
2025-03-31,Gauteng,Events,Local Radio,10/10 Mbps,47,0.19,8
2025-03-31,Gauteng,Events,Local Radio,50/50 Mbps,270,0.13,35
2025-03-31,Gauteng,Events,Local Radio,100/100 Mbps,205,0.14,28
2025-03-31,Gauteng,Events,Local Radio,200/200 Mbps,262,0.1,26
2025-03-31,Gauteng,Events,Local Radio,500/500 Mbps,136,0.18,24
2025-03-31,Gauteng,Events,Local Radio,1000/1000 Mbps,143,0.09,12
2025-03-31,Western Cape,Digital Ads,Facebook,10/10 Mbps,221,0.07,15
2025-03-31,Western Cape,Digital Ads,Facebook,50/50 Mbps,257,0.2,51
2025-03-31,Western Cape,Digital Ads,Facebook,100/100 Mbps,80,0.15,12
2025-03-31,Western Cape,Digital Ads,Facebook,200/200 Mbps,209,0.19,39
2025-03-31,Western Cape,Digital Ads,Facebook,500/500 Mbps,29,0.15,4
2025-03-31,Western Cape,Digital Ads,Facebook,1000/1000 Mbps,50,0.09,4
2025-03-31,Western Cape,Digital Ads,Google,10/10 Mbps,35,0.08,2
2025-03-31,Western Cape,Digital Ads,Google,50/50 Mbps,229,0.13,29
2025-03-31,Western Cape,Digital Ads,Google,100/100 Mbps,22,0.15,3
2025-03-31,Western Cape,Digital Ads,Google,200/200 Mbps,192,0.06,11
2025-03-31,Western Cape,Digital Ads,Google,500/500 Mbps,81,0.19,15
2025-03-31,Western Cape,Digital Ads,Google,1000/1000 Mbps,133,0.09,11
2025-03-31,Western Cape,Digital Ads,Word of Mouth,10/10 Mbps,136,0.2,27
2025-03-31,Western Cape,Digital Ads,Word of Mouth,50/50 Mbps,275,0.09,24
2025-03-31,Western Cape,Digital Ads,Word of Mouth,100/100 Mbps,88,0.07,6
2025-03-31,Western Cape,Digital Ads,Word of Mouth,200/200 Mbps,83,0.11,9
2025-03-31,Western Cape,Digital Ads,Word of Mouth,500/500 Mbps,183,0.15,27
2025-03-31,Western Cape,Digital Ads,Word of Mouth,1000/1000 Mbps,273,0.09,24
2025-03-31,Western Cape,Digital Ads,Local Radio,10/10 Mbps,158,0.06,9
2025-03-31,Western Cape,Digital Ads,Local Radio,50/50 Mbps,217,0.07,15
2025-03-31,Western Cape,Digital Ads,Local Radio,100/100 Mbps,67,0.09,6
2025-03-31,Western Cape,Digital Ads,Local Radio,200/200 Mbps,109,0.15,16
2025-03-31,Western Cape,Digital Ads,Local Radio,500/500 Mbps,134,0.11,14
2025-03-31,Western Cape,Digital Ads,Local Radio,1000/1000 Mbps,298,0.09,26
2025-03-31,Western Cape,Referral,Facebook,10/10 Mbps,100,0.13,13
2025-03-31,Western Cape,Referral,Facebook,50/50 Mbps,70,0.08,5
2025-03-31,Western Cape,Referral,Facebook,100/100 Mbps,66,0.19,12
2025-03-31,Western Cape,Referral,Facebook,200/200 Mbps,120,0.05,6
2025-03-31,Western Cape,Referral,Facebook,500/500 Mbps,200,0.12,24
2025-03-31,Western Cape,Referral,Facebook,1000/1000 Mbps,56,0.07,3
2025-03-31,Western Cape,Referral,Google,10/10 Mbps,194,0.14,27
2025-03-31,Western Cape,Referral,Google,50/50 Mbps,156,0.12,18
2025-03-31,Western Cape,Referral,Google,100/100 Mbps,35,0.06,2
2025-03-31,Western Cape,Referral,Google,200/200 Mbps,270,0.15,40
2025-03-31,Western Cape,Referral,Google,500/500 Mbps,255,0.07,17
2025-03-31,Western Cape,Referral,Google,1000/1000 Mbps,258,0.18,46
2025-03-31,Western Cape,Referral,Word of Mouth,10/10 Mbps,95,0.13,12
2025-03-31,Western Cape,Referral,Word of Mouth,50/50 Mbps,176,0.15,26
2025-03-31,Western Cape,Referral,Word of Mouth,100/100 Mbps,238,0.07,16
2025-03-31,Western Cape,Referral,Word of Mouth,200/200 Mbps,113,0.14,15
2025-03-31,Western Cape,Referral,Word of Mouth,500/500 Mbps,252,0.08,20
2025-03-31,Western Cape,Referral,Word of Mouth,1000/1000 Mbps,178,0.07,12
2025-03-31,Western Cape,Referral,Local Radio,10/10 Mbps,164,0.1,16
2025-03-31,Western Cape,Referral,Local Radio,50/50 Mbps,252,0.17,42
2025-03-31,Western Cape,Referral,Local Radio,100/100 Mbps,290,0.09,26
2025-03-31,Western Cape,Referral,Local Radio,200/200 Mbps,202,0.12,24
2025-03-31,Western Cape,Referral,Local Radio,500/500 Mbps,72,0.15,10
2025-03-31,Western Cape,Referral,Local Radio,1000/1000 Mbps,66,0.14,9
2025-03-31,Western Cape,Outdoor,Facebook,10/10 Mbps,67,0.07,4
2025-03-31,Western Cape,Outdoor,Facebook,50/50 Mbps,130,0.15,19
2025-03-31,Western Cape,Outdoor,Facebook,100/100 Mbps,265,0.1,26
2025-03-31,Western Cape,Outdoor,Facebook,200/200 Mbps,261,0.17,44
2025-03-31,Western Cape,Outdoor,Facebook,500/500 Mbps,283,0.15,42
2025-03-31,Western Cape,Outdoor,Facebook,1000/1000 Mbps,129,0.14,18
2025-03-31,Western Cape,Outdoor,Google,10/10 Mbps,77,0.16,12
2025-03-31,Western Cape,Outdoor,Google,50/50 Mbps,288,0.12,34
2025-03-31,Western Cape,Outdoor,Google,100/100 Mbps,243,0.12,29
2025-03-31,Western Cape,Outdoor,Google,200/200 Mbps,266,0.13,34
2025-03-31,Western Cape,Outdoor,Google,500/500 Mbps,23,0.08,1
2025-03-31,Western Cape,Outdoor,Google,1000/1000 Mbps,91,0.15,13
2025-03-31,Western Cape,Outdoor,Word of Mouth,10/10 Mbps,32,0.06,1
2025-03-31,Western Cape,Outdoor,Word of Mouth,50/50 Mbps,242,0.13,31
2025-03-31,Western Cape,Outdoor,Word of Mouth,100/100 Mbps,175,0.07,12
2025-03-31,Western Cape,Outdoor,Word of Mouth,200/200 Mbps,22,0.17,3
2025-03-31,Western Cape,Outdoor,Word of Mouth,500/500 Mbps,155,0.16,24
2025-03-31,Western Cape,Outdoor,Word of Mouth,1000/1000 Mbps,216,0.12,25
2025-03-31,Western Cape,Outdoor,Local Radio,10/10 Mbps,295,0.14,41
2025-03-31,Western Cape,Outdoor,Local Radio,50/50 Mbps,216,0.13,28
2025-03-31,Western Cape,Outdoor,Local Radio,100/100 Mbps,223,0.17,37
2025-03-31,Western Cape,Outdoor,Local Radio,200/200 Mbps,132,0.16,21
2025-03-31,Western Cape,Outdoor,Local Radio,500/500 Mbps,60,0.15,9
2025-03-31,Western Cape,Outdoor,Local Radio,1000/1000 Mbps,173,0.11,19
2025-03-31,Western Cape,Events,Facebook,10/10 Mbps,121,0.12,14
2025-03-31,Western Cape,Events,Facebook,50/50 Mbps,115,0.14,16
2025-03-31,Western Cape,Events,Facebook,100/100 Mbps,216,0.09,19
2025-03-31,Western Cape,Events,Facebook,200/200 Mbps,133,0.07,9
2025-03-31,Western Cape,Events,Facebook,500/500 Mbps,99,0.13,12
2025-03-31,Western Cape,Events,Facebook,1000/1000 Mbps,84,0.18,15
2025-03-31,Western Cape,Events,Google,10/10 Mbps,108,0.2,21
2025-03-31,Western Cape,Events,Google,50/50 Mbps,39,0.07,2
2025-03-31,Western Cape,Events,Google,100/100 Mbps,236,0.15,35
2025-03-31,Western Cape,Events,Google,200/200 Mbps,46,0.19,8
2025-03-31,Western Cape,Events,Google,500/500 Mbps,199,0.06,11
2025-03-31,Western Cape,Events,Google,1000/1000 Mbps,63,0.11,6
2025-03-31,Western Cape,Events,Word of Mouth,10/10 Mbps,91,0.05,4
2025-03-31,Western Cape,Events,Word of Mouth,50/50 Mbps,139,0.11,15
2025-03-31,Western Cape,Events,Word of Mouth,100/100 Mbps,139,0.2,27
2025-03-31,Western Cape,Events,Word of Mouth,200/200 Mbps,168,0.11,18
2025-03-31,Western Cape,Events,Word of Mouth,500/500 Mbps,202,0.11,22
2025-03-31,Western Cape,Events,Word of Mouth,1000/1000 Mbps,66,0.09,5
2025-03-31,Western Cape,Events,Local Radio,10/10 Mbps,197,0.07,13
2025-03-31,Western Cape,Events,Local Radio,50/50 Mbps,278,0.19,52
2025-03-31,Western Cape,Events,Local Radio,100/100 Mbps,134,0.17,22
2025-03-31,Western Cape,Events,Local Radio,200/200 Mbps,30,0.1,3
2025-03-31,Western Cape,Events,Local Radio,500/500 Mbps,143,0.18,25
2025-03-31,Western Cape,Events,Local Radio,1000/1000 Mbps,50,0.16,8
2025-03-31,KwaZulu-Natal,Digital Ads,Facebook,10/10 Mbps,161,0.16,25
2025-03-31,KwaZulu-Natal,Digital Ads,Facebook,50/50 Mbps,198,0.07,13
2025-03-31,KwaZulu-Natal,Digital Ads,Facebook,100/100 Mbps,139,0.13,18
2025-03-31,KwaZulu-Natal,Digital Ads,Facebook,200/200 Mbps,121,0.12,14
2025-03-31,KwaZulu-Natal,Digital Ads,Facebook,500/500 Mbps,52,0.08,4
2025-03-31,KwaZulu-Natal,Digital Ads,Facebook,1000/1000 Mbps,207,0.16,33
2025-03-31,KwaZulu-Natal,Digital Ads,Google,10/10 Mbps,72,0.13,9
2025-03-31,KwaZulu-Natal,Digital Ads,Google,50/50 Mbps,290,0.13,37
2025-03-31,KwaZulu-Natal,Digital Ads,Google,100/100 Mbps,216,0.11,23
2025-03-31,KwaZulu-Natal,Digital Ads,Google,200/200 Mbps,149,0.09,13
2025-03-31,KwaZulu-Natal,Digital Ads,Google,500/500 Mbps,234,0.12,28
2025-03-31,KwaZulu-Natal,Digital Ads,Google,1000/1000 Mbps,55,0.09,4
2025-03-31,KwaZulu-Natal,Digital Ads,Word of Mouth,10/10 Mbps,268,0.1,26
2025-03-31,KwaZulu-Natal,Digital Ads,Word of Mouth,50/50 Mbps,91,0.13,11
2025-03-31,KwaZulu-Natal,Digital Ads,Word of Mouth,100/100 Mbps,22,0.15,3
2025-03-31,KwaZulu-Natal,Digital Ads,Word of Mouth,200/200 Mbps,104,0.1,10
2025-03-31,KwaZulu-Natal,Digital Ads,Word of Mouth,500/500 Mbps,94,0.06,5
2025-03-31,KwaZulu-Natal,Digital Ads,Word of Mouth,1000/1000 Mbps,71,0.14,9
2025-03-31,KwaZulu-Natal,Digital Ads,Local Radio,10/10 Mbps,165,0.11,18
2025-03-31,KwaZulu-Natal,Digital Ads,Local Radio,50/50 Mbps,156,0.15,23
2025-03-31,KwaZulu-Natal,Digital Ads,Local Radio,100/100 Mbps,192,0.16,30
2025-03-31,KwaZulu-Natal,Digital Ads,Local Radio,200/200 Mbps,139,0.17,23
2025-03-31,KwaZulu-Natal,Digital Ads,Local Radio,500/500 Mbps,271,0.2,54
2025-03-31,KwaZulu-Natal,Digital Ads,Local Radio,1000/1000 Mbps,94,0.18,16
2025-03-31,KwaZulu-Natal,Referral,Facebook,10/10 Mbps,166,0.18,29
2025-03-31,KwaZulu-Natal,Referral,Facebook,50/50 Mbps,240,0.12,28
